Date (days since 1/1/2021),Primary Type,Primary Type Code,Location Description,Location Description Code,Arrest,Latitude,Longitude
10.006643835636917,DECEPTIVE PRACTICE,8,RESIDENCE,99,0,41.747378945,-87.69255618
14.946034417823256,OTHER OFFENSE,22,STREET,112,1,41.77140263,-87.720738764
14.162180650644938,CRIMINAL DAMAGE,5,APARTMENT,17,0,41.747629731,-87.657300893
14.919627996607373,NARCOTICS,17,STREET,112,1,41.878854177,-87.726844673
14.530480736339063,THEFT,29,CTA TRAIN,55,0,41.804133114,-87.703859846
12.563897260257237,THEFT,29,RESIDENCE,99,0,41.951529941,-87.750742594
14.060724400679632,BURGLARY,3,SMALL RETAIL STORE,110,0,41.958349988,-87.752500389
14.488786387024602,BATTERY,2,RESTAURANT,103,0,41.727707947,-87.551205466
14.801494006883065,BATTERY,2,RESIDENCE,99,1,41.937218384,-87.730978085
14.847357791095755,THEFT,29,RESIDENCE,99,0,41.944083933,-87.802028541
14.878628553081601,OTHER OFFENSE,22,APARTMENT,17,0,41.887666267,-87.64282944
14.565226027434448,ASSAULT,1,RESIDENCE,99,0,41.727856089,-87.581624521
14.384550513738446,ASSAULT,1,STREET,112,1,41.808682769,-87.630898966
14.147587628418094,THEFT,29,STREET,112,0,41.98373487,-87.705256951
14.816087029109909,WEAPONS VIOLATION,30,STREET,112,0,41.907737139,-87.751739748
14.729223801371447,CRIMINAL DAMAGE,5,CONVENIENCE STORE,46,0,41.936986127,-87.644297045
14.750765881817365,CRIMINAL TRESPASS,7,DEPARTMENT STORE,58,0,41.896565217,-87.636368223
14.593022260310756,BATTERY,2,SMALL RETAIL STORE,110,0,41.750332272,-87.665173597
14.718105308254142,MOTOR VEHICLE THEFT,16,STREET,112,0,41.727833836,-87.583258656
14.103113655782783,BATTERY,2,APARTMENT,17,0,41.74617256,-87.665759067
14.634716609625217,ASSAULT,1,RESIDENCE - PORCH / HALLWAY,101,0,41.875711732,-87.758264989
6.650248715739697,DECEPTIVE PRACTICE,8,,-1,0,41.951565875,-87.78362953
14.42624486305291,DECEPTIVE PRACTICE,8,RESIDENCE,99,0,41.894199292,-87.670603309
14.514497902368749,CRIMINAL TRESPASS,7,STREET,112,1,41.772864757,-87.621157182
14.67641095893968,DECEPTIVE PRACTICE,8,APARTMENT,17,0,41.875081631,-87.63069009
14.394974101067064,THEFT,29,COMMERCIAL / BUSINESS OFFICE,44,0,41.879079395,-87.624341423
10.70502418665415,DECEPTIVE PRACTICE,8,RESIDENCE,99,0,,
14.436668450381525,ASSAULT,1,BANK,23,0,41.966224534,-87.759326992
14.13438441776863,BATTERY,2,APARTMENT,17,0,41.9817149,-87.711260791
14.509633561681833,CRIMINAL DAMAGE,5,STREET,112,0,41.818937137,-87.658660874
11.77865368150154,ASSAULT,1,STREET,112,0,41.681357737,-87.620618587
14.670156806509292,OTHER OFFENSE,22,RESIDENCE,99,0,41.84607106,-87.725245921
14.029453638693786,ROBBERY,26,STREET,112,0,41.970650728,-87.729332025
14.718105308254142,THEFT,29,STREET,112,0,41.933582379,-87.645517082
14.532565453788177,ROBBERY,26,STREET,112,0,41.90074841,-87.732187859
14.593022260310756,OTHER OFFENSE,22,RESIDENCE,99,0,41.724827066,-87.613009738
14.60692037674891,CRIMINAL TRESPASS,7,SMALL RETAIL STORE,110,1,41.917980381,-87.697212498
14.301161815109523,ASSAULT,1,GAS STATION,69,0,41.968886417,-87.668300012
14.798019477773526,ROBBERY,26,STREET,112,0,41.926276411,-87.657387794
14.384550513738446,DECEPTIVE PRACTICE,8,BANK,23,0,41.844460987,-87.70902851
14.853611943526142,BATTERY,2,SIDEWALK,109,0,41.808855912,-87.664976619
14.67641095893968,CRIMINAL DAMAGE,5,APARTMENT,17,0,42.005413813,-87.818803909
14.092690068454168,BATTERY,2,APARTMENT,17,0,41.878278759,-87.67901144
14.42624486305291,OTHER OFFENSE,22,SIDEWALK,109,0,41.880298781,-87.760742929
14.488786387024602,OTHER OFFENSE,22,SIDEWALK,109,0,41.78055534,-87.664247652
14.593022260310756,THEFT,29,STREET,112,0,41.891015039,-87.773538493
11.340863013699693,DECEPTIVE PRACTICE,8,RESIDENCE,99,0,41.769488382,-87.606553443
14.67641095893968,CRIMINAL DAMAGE,5,STREET,112,0,41.911904918,-87.680633665
14.597191695208984,ASSAULT,1,APARTMENT,17,0,41.812084717,-87.59529495
14.718105308254142,OTHER OFFENSE,22,STREET,112,0,41.874819427,-87.737721954
13.602781464009242,THEFT,29,APARTMENT,17,0,41.926746073,-87.642698483
14.259467465712016,BURGLARY,3,APARTMENT,17,0,41.779769321,-87.594635371
14.155231592425862,THEFT,29,CTA STATION,53,0,41.874060099,-87.705924314
14.126740453760863,THEFT,29,STREET,112,0,42.010748343,-87.77417146
14.853611943526142,ROBBERY,26,DRIVEWAY - RESIDENTIAL,60,0,41.72418228,-87.638432182
14.727139083922332,THEFT,29,GAS STATION,69,0,41.838982099,-87.646299864
14.551327910996294,DECEPTIVE PRACTICE,8,RESIDENCE,99,0,41.931508361,-87.662315908
14.884882705511988,ROBBERY,26,STREET,112,1,41.824705788,-87.619199775
14.123960830440014,THEFT,29,STREET,112,0,41.765143364,-87.648411447
14.65556378428245,ROBBERY,26,STREET,112,0,41.735968286,-87.591763094
14.414431464063869,BATTERY,2,APARTMENT,17,0,41.774401114,-87.599715793
14.549243193464134,CRIMINAL DAMAGE,5,CHA APARTMENT,33,0,41.854841219,-87.707778659
14.816781934898597,THEFT,29,RESIDENCE - PORCH / HALLWAY,101,0,41.973270921,-87.777014757
14.530480736339063,THEFT,29,CONVENIENCE STORE,46,0,41.876652229,-87.648554994
14.600666224318521,WEAPONS VIOLATION,30,RESIDENCE - YARD (FRONT / BACK),102,1,41.813355201,-87.669955382
14.718105308254142,CRIMINAL DAMAGE,5,STREET,112,0,41.722419228,-87.656623798
14.101723844205406,THEFT,29,GAS STATION,69,0,41.76559446,-87.621050648
14.059334589019208,ASSAULT,1,RESIDENCE,99,0,41.775529997,-87.648322945
14.391499571957524,NARCOTICS,17,STREET,112,1,41.902761958,-87.71550646
14.957847816812297,BATTERY,2,APARTMENT,17,0,41.869786389,-87.774281815
14.572175085653525,DECEPTIVE PRACTICE,8,COMMERCIAL / BUSINESS OFFICE,44,0,41.880167173,-87.635264886
14.342856164423985,THEFT,29,APARTMENT,17,0,41.834073456,-87.651045597
14.467939212367371,ASSAULT,1,COMMERCIAL / BUSINESS OFFICE,44,0,41.722455779,-87.576266092
14.83276476886891,ASSAULT,1,APARTMENT,17,0,41.934473673,-87.756535624
14.839018921216253,OTHER OFFENSE,22,ALLEY,15,1,41.79005429,-87.655982593
14.707681720925526,BURGLARY,3,APARTMENT,17,0,41.751313006,-87.663462987
4.502989726044917,DECEPTIVE PRACTICE,8,RESIDENCE,99,0,41.862864481,-87.714187307
14.864035530854757,BATTERY,2,RESIDENCE,99,0,41.803181616,-87.585432024
14.864035530854757,THEFT,29,PARKING LOT / GARAGE (NON RESIDENTIAL),94,0,41.733231904,-87.549947751
14.884882705511988,THEFT,29,GAS STATION,69,0,41.866235446,-87.720517147
14.517972431478288,CRIMINAL DAMAGE,5,SCHOOL - PUBLIC BUILDING,107,0,41.870822616,-87.7187477
14.71046134416333,THEFT,29,GROCERY FOOD STORE,72,0,41.968815819,-87.674618145
14.626377739745717,CRIMINAL TRESPASS,7,RESIDENCE - YARD (FRONT / BACK),102,1,41.908430535,-87.638509526
14.429024486290713,THEFT,29,GROCERY FOOD STORE,72,0,41.977017622,-87.692447486
14.897391010289718,BATTERY,2,APARTMENT,17,0,41.692372984,-87.6407335
14.509633561681833,OTHER OFFENSE,22,APARTMENT,17,0,41.814733927,-87.622428659
14.801494006883065,ASSAULT,1,STREET,112,0,41.732953991,-87.575618918
14.65556378428245,OFFENSE INVOLVING CHILDREN,20,RESIDENCE,99,0,41.733531016,-87.617679001
14.240705008586945,ASSAULT,1,STREET,112,0,41.74059933,-87.544182489
14.735477953801833,BATTERY,2,APARTMENT,17,0,41.775422752,-87.696463817
14.852222131865718,WEAPONS VIOLATION,30,SIDEWALK,109,1,41.765208143,-87.644100096
14.511718279130946,THEFT,29,VEHICLE NON-COMMERCIAL,122,0,41.883895748,-87.647420028
14.158706121535399,BURGLARY,3,SMALL RETAIL STORE,110,0,41.90831752,-87.746073287
14.384550513738446,BATTERY,2,HOTEL / MOTEL,77,1,42.0119912,-87.787227104
14.743816823598289,THEFT,29,RESIDENCE - PORCH / HALLWAY,101,0,41.764921986,-87.580572542
14.495735445243678,ROBBERY,26,SIDEWALK,109,0,42.00180847,-87.660753652
14.742427012020912,ROBBERY,26,DRIVEWAY - RESIDENTIAL,60,0,41.685876626,-87.700613334
14.015555522255633,WEAPONS VIOLATION,30,STREET,112,1,41.713241007,-87.653628864
14.384550513738446,DECEPTIVE PRACTICE,8,RESIDENCE,99,0,41.973932896,-87.677823664
14.93908535960418,BATTERY,2,APARTMENT,17,0,41.892577051,-87.713786582
14.342856164423985,BURGLARY,3,RESIDENCE,99,0,41.741125675,-87.613032804
15.008575941794948,BATTERY,2,APARTMENT,17,1,41.949105045,-87.650345984
14.801494006883065,BATTERY,2,STREET,112,0,41.766145366,-87.568436181
14.926577054826451,MOTOR VEHICLE THEFT,16,VACANT LOT / LAND,116,0,41.75653213,-87.55293366
14.555497345894523,BATTERY,2,APARTMENT,17,0,41.877274235,-87.661873779
14.888357234621527,BATTERY,2,SIDEWALK,109,0,41.775981744,-87.653689037
14.867510059964296,CRIMINAL DAMAGE,5,APARTMENT,17,1,41.790911821,-87.703483169
14.0231994862634,CRIMINAL DAMAGE,5,RESIDENCE,99,0,41.89028386,-87.751758533
14.917543279075213,WEAPONS VIOLATION,30,PARKING LOT / GARAGE (NON RESIDENTIAL),94,1,41.727707947,-87.551205466
14.009301369825245,OTHER OFFENSE,22,RESIDENCE,99,0,41.833534915,-87.641301653
14.572175085653525,ASSAULT,1,APARTMENT,17,0,41.977685334,-87.69309542
14.693088698615636,CRIMINAL DAMAGE,5,APARTMENT,17,0,41.644608279,-87.613581972
14.762579280806406,SEX OFFENSE,27,STREET,112,0,41.882173245,-87.74288657
14.570090368121365,DECEPTIVE PRACTICE,8,RESIDENCE,99,0,41.750474501,-87.655255466
14.176078767083093,THEFT,29,APARTMENT,17,0,41.99454686,-87.661139121
14.843188356197526,OTHER OFFENSE,22,RESIDENCE,99,0,41.789008813,-87.699768904
14.697258133596911,BATTERY,2,APARTMENT,17,0,41.756290353,-87.565108099
14.339381635314448,MOTOR VEHICLE THEFT,16,STREET,112,0,41.812252287,-87.601756406
14.926577054826451,CRIMINAL TRESPASS,7,SIDEWALK,109,1,41.875155116,-87.667906709
14.467939212367371,CRIMINAL DAMAGE,5,STREET,112,0,41.876982206,-87.734088706
14.843188356197526,ROBBERY,26,GAS STATION,69,0,41.869934135,-87.715800643
14.092690068454168,BATTERY,2,APARTMENT,17,0,41.861559271,-87.65976218
14.593022260310756,ASSAULT,1,STREET,112,0,41.909899607,-87.725254037
14.65556378428245,CRIMINAL DAMAGE,5,RESIDENCE,99,0,41.854687529,-87.707776486
9.65571639557353,DECEPTIVE PRACTICE,8,RESIDENCE,99,0,41.788654266,-87.724021407
14.419295804833832,OTHER OFFENSE,22,CAR WASH,31,1,41.873191577,-87.743472264
14.572175085653525,OTHER OFFENSE,22,APARTMENT,17,0,41.914230115,-87.728912703
14.405397688395679,CRIMINAL TRESPASS,7,APPLIANCE STORE,18,0,41.910764867,-87.658120918
14.159401027407135,THEFT,29,PARKING LOT / GARAGE (NON RESIDENTIAL),94,1,41.850756176,-87.631969403
14.071842893796937,THEFT,29,GAS STATION,69,0,41.793938009,-87.645453608
14.7062919092651,BATTERY,2,STREET,112,0,41.778735169,-87.670279307
14.428329580502023,BATTERY,2,APARTMENT,17,1,41.782363007,-87.653357665
14.384550513738446,DECEPTIVE PRACTICE,8,RESIDENCE,99,0,41.918908681,-87.637716121
14.738952482911372,MOTOR VEHICLE THEFT,16,STREET,112,0,41.938465561,-87.644347277
14.849442508544868,BATTERY,2,APARTMENT,17,0,41.710827961,-87.6222086
14.759799657568603,THEFT,29,STREET,112,0,41.996577268,-87.705678828
14.752850599349527,BURGLARY,3,APARTMENT,17,0,41.782061817,-87.591386219
14.488786387024602,ASSAULT,1,APARTMENT,17,0,41.940181382,-87.673905839
14.384550513738446,BATTERY,2,APARTMENT,17,0,41.859982309,-87.620815406
14.884882705511988,NARCOTICS,17,STREET,112,1,41.758095679,-87.572468114
14.58329357877083,ASSAULT,1,RESIDENCE,99,0,41.885360876,-87.736816127
14.968271404140912,ROBBERY,26,SIDEWALK,109,0,41.759606022,-87.618338648
14.603445847639371,DECEPTIVE PRACTICE,8,RESIDENCE,99,0,41.761909589,-87.69050932
14.301161815109523,ASSAULT,1,APARTMENT,17,0,41.750880784,-87.563794674
14.937000642155066,THEFT,29,STREET,112,0,41.932180948,-87.644745673
14.440142979491062,THEFT,29,RESTAURANT,103,0,41.941956882,-87.644460392
14.42624486305291,BATTERY,2,RESIDENCE,99,0,41.777790397,-87.719017165
14.99050839037552,WEAPONS VIOLATION,30,STREET,112,1,41.684807004,-87.627675461
12.6959293664197,THEFT,29,STREET,112,0,41.808833439,-87.622824022
14.694478510276062,PUBLIC PEACE VIOLATION,25,SMALL RETAIL STORE,110,1,41.961799968,-87.653155524
13.008636986278162,THEFT,29,AIRPORT PARKING LOT,6,0,41.788987036,-87.74147999
14.702122474283827,BATTERY,2,RESIDENCE,99,0,41.880407746,-87.702953911
14.759799657568603,BURGLARY,3,RESIDENCE - GARAGE,100,0,41.896161432,-87.719996064
14.829290239759374,ROBBERY,26,VEHICLE NON-COMMERCIAL,122,0,41.843714478,-87.723315788
14.301161815109523,THEFT,29,DRUG STORE,61,0,41.909636288,-87.745300725
32.64667551372184,DECEPTIVE PRACTICE,8,RESIDENCE,99,0,41.664248338,-87.635633133
32.45905094180676,THEFT,29,SIDEWALK,109,0,41.873907046,-87.725430093
5.503654109591999,DECEPTIVE PRACTICE,8,RESIDENCE,99,0,41.829811905,-87.667936215
10.34019863015261,DECEPTIVE PRACTICE,8,APARTMENT,17,0,41.72114197,-87.62057474
32.47989811646399,DECEPTIVE PRACTICE,8,RESIDENCE,99,0,41.732721474,-87.675541181
14.009301369825245,DECEPTIVE PRACTICE,8,CONVENIENCE STORE,46,0,41.83805499,-87.645458414
32.54243964043568,CRIMINAL DAMAGE,5,RESIDENCE,99,0,41.917120832,-87.65538277
32.50074529112122,DECEPTIVE PRACTICE,8,RESIDENCE,99,0,41.660153383,-87.550764573
32.709217037693534,THEFT,29,RESIDENCE - GARAGE,100,0,41.971416431,-87.696342774
15.301826198656606,THEFT,29,STREET,112,0,41.756951286,-87.709041718
32.361764126739686,THEFT,29,SMALL RETAIL STORE,110,0,41.742710224,-87.634088181
7.923316181491206,DECEPTIVE PRACTICE,8,STREET,112,1,41.743524381,-87.633038688
15.390079237972445,ASSAULT,1,APARTMENT,17,1,41.996986268,-87.662985961
13.508969178051704,DECEPTIVE PRACTICE,8,RESIDENCE,99,0,41.836294782,-87.640703136
15.820920847638265,BATTERY,2,RESIDENCE,99,0,41.906307434,-87.723190503
15.645804580500915,CRIMINAL DAMAGE,5,RESIDENCE,99,0,41.904756138,-87.766960441
15.010660659244063,CRIMINAL DAMAGE,5,COMMERCIAL / BUSINESS OFFICE,44,0,41.892983113,-87.667200151
15.968935787687995,MOTOR VEHICLE THEFT,16,STREET,112,0,41.734767473,-87.608725616
15.760464041115686,OTHER OFFENSE,22,RESIDENCE,99,0,41.957875995,-87.648119936
15.930021061611335,BATTERY,2,APARTMENT,17,0,41.80111231,-87.617723377
15.301826198656606,CRIMINAL DAMAGE,5,ALLEY,15,0,41.854807288,-87.68435293
6.504318493139081,DECEPTIVE PRACTICE,8,RESIDENCE,99,0,41.926511094,-87.761156705
15.447061515385487,ROBBERY,26,SIDEWALK,109,0,41.830361157,-87.646098517
15.718769691801224,THEFT,29,RESIDENCE - GARAGE,100,0,41.666537142,-87.627099097
15.009965753455374,THEFT,29,RESIDENCE,99,0,41.894824927,-87.631788635
15.562415881871992,BATTERY,2,HOTEL / MOTEL,77,0,41.8926701,-87.628106353
15.385214897285529,BATTERY,2,RESIDENCE,99,1,41.961760892,-87.655828955
15.843852739744609,BATTERY,2,RESTAURANT,103,0,41.795215861,-87.584725186
15.023863869893528,ASSAULT,1,APARTMENT,17,0,41.785994409,-87.68626473
15.917512756833606,BATTERY,2,SIDEWALK,109,0,41.853543678,-87.710900279
15.030812928112605,ROBBERY,26,CTA TRAIN,55,0,41.852868298,-87.63091491
15.614533818515069,BATTERY,2,APARTMENT,17,0,41.732498072,-87.596236045
15.72919327912984,BATTERY,2,STREET,112,0,41.931339442,-87.795478823
15.982833904126148,ASSAULT,1,APARTMENT,17,0,41.754703829,-87.566292464
13.675746575309551,DECEPTIVE PRACTICE,8,RESIDENCE,99,0,41.926282739,-87.65706435
15.971715410925796,NARCOTICS,17,STREET,112,1,41.87604254,-87.736506226
7.963620719145243,OTHER OFFENSE,22,COMMERCIAL / BUSINESS OFFICE,44,1,41.915701361,-87.685687331
15.845242551405034,BATTERY,2,APARTMENT,17,0,41.842278186,-87.701298837
15.034287457222144,WEAPONS VIOLATION,30,STREET,112,1,41.880694915,-87.768138739
15.447756421257223,CRIMINAL DAMAGE,5,STREET,112,0,41.751304895,-87.603559282
15.385214897285529,MOTOR VEHICLE THEFT,16,OTHER (SPECIFY),89,0,41.924452852,-87.729525431
15.239284674684914,THEFT,29,STREET,112,0,41.996493666,-87.686174774
9.624445633587683,THEFT,29,SMALL RETAIL STORE,110,0,41.754592961,-87.741528537
15.569364940091068,ROBBERY,26,VEHICLE NON-COMMERCIAL,122,0,41.904329662,-87.667996915
14.804968535992604,OFFENSE INVOLVING CHILDREN,20,RESIDENCE,99,0,41.823626648,-87.632911282
15.627042123292798,OTHER OFFENSE,22,STREET,112,0,41.72566092,-87.5456145
12.758470890391392,THEFT,29,STREET,112,0,41.918067726,-87.698615201
15.739616866458455,BURGLARY,3,RESIDENCE - GARAGE,100,0,41.964954258,-87.73995343
15.6353809931723,BURGLARY,3,COMMERCIAL / BUSINESS OFFICE,44,0,41.929791229,-87.687815939
15.677075342486761,CRIMINAL TRESPASS,7,APARTMENT,17,0,41.777503445,-87.615558861
15.093354452084297,CRIMINAL TRESPASS,7,RESIDENCE - PORCH / HALLWAY,101,0,41.906454305,-87.642083325
15.061388784226715,ROBBERY,26,STREET,112,0,41.938186564,-87.697790912
15.122540496537983,CRIMINAL DAMAGE,5,APARTMENT,17,0,41.791668176,-87.656024275
15.997426926352992,BATTERY,2,APARTMENT,17,0,41.903114598,-87.75967587
15.925851626713108,CRIMINAL DAMAGE,5,RESIDENCE,99,0,41.800906713,-87.622621858
15.551992294543377,THEFT,29,APARTMENT,17,0,41.866977138,-87.622544036
15.718769691801224,DECEPTIVE PRACTICE,8,SIDEWALK,109,0,41.893094286,-87.772231169
15.091269734552137,NARCOTICS,17,STREET,112,1,41.880384097,-87.754224166
15.155895976055989,CRIMINAL DAMAGE,5,APARTMENT,17,0,41.875128653,-87.73649637
13.008636986278162,DECEPTIVE PRACTICE,8,RESIDENCE,99,0,42.015976964,-87.671184087
15.891801241406412,CRIMINAL DAMAGE,5,STREET,112,0,41.871839435,-87.726242755
15.843852739744609,ASSAULT,1,RESIDENCE - PORCH / HALLWAY,101,0,41.756271234,-87.563891542
15.103778039412912,ROBBERY,26,STREET,112,0,41.898045845,-87.699617918
15.021779152361367,WEAPONS VIOLATION,30,VEHICLE NON-COMMERCIAL,122,1,41.723886129,-87.585150812
15.743786301356682,CRIMINAL DAMAGE,5,APARTMENT,17,0,41.761244993,-87.582305221
15.797294049660184,ASSAULT,1,STREET,112,0,41.877113777,-87.657909786
15.42690924659999,ASSAULT,1,RESIDENCE,99,1,41.718006197,-87.594658156
15.640940239730952,CRIMINAL DAMAGE,5,STREET,112,0,41.870825474,-87.716720969
15.802158390430147,MOTOR VEHICLE THEFT,16,DRIVEWAY - RESIDENTIAL,60,0,41.978730406,-87.832729469
15.718769691801224,CRIMINAL DAMAGE,5,RESIDENCE - GARAGE,100,0,41.740577299,-87.5429736
15.559636258551143,THEFT,29,RESIDENCE - PORCH / HALLWAY,101,0,41.745976815,-87.654830082
15.65622816782953,CRIMINAL DAMAGE,5,APARTMENT,17,0,41.850276716,-87.68148077
15.572839469200607,ASSAULT,1,STREET,112,0,41.851804072,-87.68563492
15.162845034275067,CRIMINAL DAMAGE,5,RESIDENCE,99,0,41.931481759,-87.750417908
15.927241438373532,ROBBERY,26,HOTEL / MOTEL,77,0,41.738044365,-87.721543199
15.009965753455374,CRIMINAL DAMAGE,5,STREET,112,0,41.807890998,-87.65765439
15.437332833928608,ASSAULT,1,GAS STATION,69,0,41.764682386,-87.663785792
15.88554708905907,WEAPONS VIOLATION,30,STREET,112,1,41.830236086,-87.680161397
15.906394263716301,BURGLARY,3,APARTMENT,17,0,41.764802087,-87.576941433
15.989782962345226,BATTERY,2,SIDEWALK,109,0,41.69137325,-87.623067311
15.715295162691685,ASSAULT,1,SMALL RETAIL STORE,110,0,41.81508969,-87.702615375
15.19828523115914,ASSAULT,1,APARTMENT,17,0,41.750220802,-87.610054368
15.135048801398758,ASSAULT,1,SIDEWALK,109,0,41.752346393,-87.65205472
15.26708090756122,BATTERY,2,APARTMENT,17,1,41.750220802,-87.610054368
15.614533818515069,ASSAULT,1,APARTMENT,17,0,41.919855859,-87.731538235
15.343520547971067,ASSAULT,1,APARTMENT,17,0,41.902680798,-87.725495186
15.961986729468917,THEFT,29,APARTMENT,17,0,41.925115599,-87.736614981
15.159370505165528,WEAPONS VIOLATION,30,STREET,112,0,41.76182216,-87.590882696
15.833429152415993,ASSAULT,1,RESIDENCE,99,0,41.940419572,-87.765174734
15.718769691801224,BATTERY,2,APARTMENT,17,0,41.912904271,-87.706826256
15.510297945228915,DECEPTIVE PRACTICE,8,RESIDENCE,99,0,41.685723228,-87.670477345
12.862706763677547,ASSAULT,1,RESIDENCE,99,0,41.747524135,-87.664579746
15.972410316797532,OTHER OFFENSE,22,APARTMENT,17,0,41.793741658,-87.752529419
16.00020654967384,MOTOR VEHICLE THEFT,16,STREET,112,0,41.70486737,-87.617359751
11.257474315070768,DECEPTIVE PRACTICE,8,APARTMENT,17,0,41.76310907,-87.606739066
15.82856481164603,BATTERY,2,RESIDENCE,99,0,41.910524938,-87.747353594
9.005979452089834,DECEPTIVE PRACTICE,8,RESIDENCE,99,0,41.920166781,-87.707060194
15.878598030839994,CRIMINAL DAMAGE,5,APARTMENT,17,0,41.879309118,-87.760395575
15.5450432363243,BATTERY,2,GROCERY FOOD STORE,72,1,41.947802576,-87.664034506
15.522111344217954,OFFENSE INVOLVING CHILDREN,20,APARTMENT,17,0,41.900710954,-87.734472989
15.572839469200607,MOTOR VEHICLE THEFT,16,STREET,112,0,41.872967379,-87.629152783
15.989782962345226,THEFT,29,PARKING LOT / GARAGE (NON RESIDENTIAL),94,0,41.893893173,-87.615127644
15.135048801398758,BATTERY,2,RESIDENCE,99,0,41.656751797,-87.609611763
15.875123501730455,BATTERY,2,STREET,112,0,41.937953894,-87.71244341
15.70487157536307,CRIMINAL TRESPASS,7,CHA PARKING LOT / GROUNDS,37,0,41.721773858,-87.578984755
15.503348887009837,OTHER OFFENSE,22,APARTMENT,17,0,41.878363655,-87.763415059
15.989782962345226,BATTERY,2,STREET,112,0,41.877018518,-87.731062705
15.273335059908563,CRIMINAL DAMAGE,5,APARTMENT,17,0,41.752228116,-87.594291575
6.2819486301286185,THEFT,29,APARTMENT,17,0,41.878478014,-87.657036174
6.816331207208855,THEFT,29,GROCERY FOOD STORE,72,0,41.882834231,-87.633855092
15.009965753455374,THEFT,29,APARTMENT,17,0,41.952098824,-87.777478295
15.88554708905907,CRIMINAL DAMAGE,5,RESTAURANT,103,0,41.931878866,-87.765037381
15.630516652402337,ASSAULT,1,STREET,112,0,41.765774779,-87.672344521
15.009965753455374,THEFT,29,STREET,112,0,42.000115936,-87.700934951
15.4998743579003,BATTERY,2,APARTMENT,17,0,41.815542373,-87.626249524
15.621482876734147,CRIMINAL DAMAGE,5,RESIDENCE,99,0,41.779566561,-87.657541181
15.510297945228915,DECEPTIVE PRACTICE,8,RESIDENCE,99,0,41.927184941,-87.753797416
15.88902161816861,CRIMINAL DAMAGE,5,APARTMENT,17,0,41.814253111,-87.633508643
15.704176669491334,OTHER OFFENSE,22,RESIDENCE,99,0,41.775378251,-87.645890263
15.023168964021792,WEAPONS VIOLATION,30,ALLEY,15,0,41.831685349,-87.669204744
15.903614640395451,CRIMINAL TRESPASS,7,CTA PARKING LOT / GARAGE / OTHER PROPERTY,51,1,41.947252263,-87.65350869
15.593686643857838,BATTERY,2,APARTMENT,17,0,41.912548422,-87.716624496
15.399113013723683,ASSAULT,1,SIDEWALK,109,1,42.009172369,-87.662843312
15.781311215772917,MOTOR VEHICLE THEFT,16,GAS STATION,69,0,41.767448959,-87.585957168
15.977969563356185,OTHER OFFENSE,22,RESIDENCE,99,0,41.74965151,-87.658569636
16.006460702021183,BATTERY,2,SIDEWALK,109,0,41.694333773,-87.629211691
15.895970676387686,BATTERY,2,RESIDENCE,99,1,41.725464205,-87.570556381
15.010660659244063,ASSAULT,1,CTA PLATFORM,52,0,42.016035402,-87.668949781
15.593686643857838,ASSAULT,1,STREET,112,0,41.866825494,-87.769263192
15.53253493154657,ROBBERY,26,STREET,112,0,41.866488579,-87.608481
15.009965753455374,THEFT,29,STREET,112,0,41.929534783,-87.744779916
15.760464041115686,THEFT,29,STREET,112,0,41.91000536,-87.715759913
15.562415881871992,ROBBERY,26,CTA PLATFORM,52,0,41.779975054,-87.630937377
15.218437500027683,CRIMINAL DAMAGE,5,CTA TRAIN,55,0,42.022062685,-87.67484904
7.859384845859089,LIQUOR LAW VIOLATION,15,BAR OR TAVERN,24,1,41.921751279,-87.652757947
15.968935787687995,OTHER OFFENSE,22,APARTMENT,17,0,41.991451757,-87.688466048
14.384550513738446,DECEPTIVE PRACTICE,8,RESIDENCE,99,0,41.780795968,-87.780159118
15.395638484614144,THEFT,29,GAS STATION,69,0,41.780439401,-87.603727666
15.760464041115686,THEFT,29,STREET,112,0,41.991005081,-87.699417656
15.741006678118879,BATTERY,2,RESIDENCE,99,0,41.74852721,-87.633031958
15.551992294543377,CRIMINAL DAMAGE,5,STREET,112,0,41.752864018,-87.619340676
15.47555265413353,CRIMINAL DAMAGE,5,ALLEY,15,0,41.871049071,-87.697336573
15.603415325314717,THEFT,29,SIDEWALK,109,0,41.874780975,-87.760369926
15.973105222586222,BATTERY,2,APARTMENT,17,0,41.774348958,-87.740947361
15.927241438373532,CRIMINAL DAMAGE,5,STREET,112,0,41.881893071,-87.73858166
15.0961340753221,BATTERY,2,RESIDENCE,99,1,41.769571317,-87.666374317
15.71390535103126,BATTERY,2,RESIDENCE,99,1,41.870230265,-87.747710736
15.058609160988912,ASSAULT,1,STREET,112,0,41.867039421,-87.728263355
15.697922517143994,NARCOTICS,17,SIDEWALK,109,1,41.863919757,-87.722664867
15.510297945228915,MOTOR VEHICLE THEFT,16,STREET,112,0,41.883578698,-87.709734846
15.949478424691188,WEAPONS VIOLATION,30,ALLEY,15,1,41.773017274,-87.693235891
15.301826198656606,THEFT,29,VEHICLE NON-COMMERCIAL,122,0,41.716335785,-87.651175178
15.760464041115686,ASSAULT,1,OTHER (SPECIFY),89,0,41.999679671,-87.681808677
15.677075342486761,ASSAULT,1,STREET,112,0,41.751490368,-87.652551183
10.833581763707073,THEFT,29,GROCERY FOOD STORE,72,0,41.882834231,-87.633855092
0.29186044520123233,THEFT,29,RESIDENCE,99,0,41.833822527,-87.647158654
