Date (days since 1/1/2021),Primary Type,Primary Type Code,Location Description,Location Description Code,Arrest,Latitude,Longitude
2.5593381421524817,BATTERY,2,APARTMENT,17,0,41.766435144,-87.635963997
2.2924943065067076,THEFT,29,RESIDENCE,99,0,41.748473982,-87.630606588
2.0152268835323186,BATTERY,2,APARTMENT,17,0,41.88222427,-87.766076162
2.8678763270296708,NARCOTICS,17,STREET,112,1,41.79006908,-87.654768679
2.8414699058137876,HOMICIDE,10,STREET,112,0,41.771062488,-87.586270811
2.372408476026093,ASSAULT,1,CHA APARTMENT,33,0,41.702154047,-87.563980453
2.6892855307827834,THEFT,29,APARTMENT,17,1,41.869367371,-87.659882148
2.992959374973056,WEAPONS VIOLATION,30,STREET,112,0,41.769708488,-87.585263769
2.9394516267526005,CRIMINAL DAMAGE,5,RESIDENCE - GARAGE,100,0,41.995462301,-87.666121505
2.043023116408626,CRIMINAL TRESPASS,7,STREET,112,0,,
2.8963674657777143,HOMICIDE,10,APARTMENT,17,0,41.736660376,-87.54445421
2.8942827483286004,CRIMINAL DAMAGE,5,SMALL RETAIL STORE,110,0,41.844395123,-87.714097492
2.2410712756523194,CRIMINAL DAMAGE,5,RESIDENCE - GARAGE,100,0,41.934945926,-87.71137369
2.140309931475704,THEFT,29,STREET,112,0,,
2.60589683215386,ASSAULT,1,BARBERSHOP,26,0,41.873115002,-87.745664971
2.751827054754476,THEFT,29,APARTMENT,17,0,,
1.4593022260061617,DECEPTIVE PRACTICE,8,RESIDENCE,99,0,41.709109358,-87.689109214
2.425916224329595,BATTERY,2,CAR WASH,31,0,41.754137211,-87.624633337
2.1785297516806272,ROBBERY,26,STREET,112,0,41.726969742,-87.579121797
2.182699186661901,THEFT,29,CONVENIENCE STORE,46,0,41.904394115,-87.630001432
2.0221759417513954,BURGLARY,3,RESIDENCE,99,0,41.993388727,-87.658318789
2.8039449913975534,BATTERY,2,RESIDENCE,99,0,41.735039065,-87.660613134
0.5767718321833877,BATTERY,2,RESIDENCE,99,0,41.656568509,-87.602331692
0.6671095890313882,ASSAULT,1,APARTMENT,17,0,41.875314745,-87.721792665
0.7227020547840038,ASSAULT,1,STREET,112,0,41.806201677,-87.64170959
0.08338869862892352,BATTERY,2,APARTMENT,17,1,41.861637423,-87.65485686
2.0020236729659002,MOTOR VEHICLE THEFT,16,HOTEL / MOTEL,77,0,41.881893071,-87.73858166
0.7546677226415858,HOMICIDE,10,STREET,112,0,41.885720773,-87.747018429
0.15843852737834538,HOMICIDE,10,AUTO,21,0,41.808890677,-87.616576757
0.38914726026830976,CRIMINAL DAMAGE,5,RESIDENCE - GARAGE,100,0,,
0.8443105736178507,BATTERY,2,VEHICLE NON-COMMERCIAL,122,0,41.840824283,-87.631002609
2.12641181503755,CRIMINAL DAMAGE,5,RESIDENCE,99,0,,
1.368964469158161,THEFT,29,APARTMENT,17,0,41.811267452,-87.612229179
1.6469267979212396,ASSAULT,1,APARTMENT,17,0,41.67443174,-87.616320857
1.7928570205218557,BATTERY,2,RESIDENCE,99,0,41.891948167,-87.628073894
1.5322673373064697,ASSAULT,1,RESIDENCE - YARD (FRONT / BACK),102,0,41.700380001,-87.532865013
1.7212817208819724,BATTERY,2,STREET,112,0,41.879635693,-87.736156995
1.9089062927970504,NARCOTICS,17,STREET,112,1,41.900855019,-87.725332511
1.9554649828814752,NARCOTICS,17,STREET,112,1,41.908256711,-87.731676577
1.375913527377238,THEFT,29,RESIDENCE,99,0,41.890994365,-87.665924346
1.584385273949547,CRIMINAL DAMAGE,5,RESIDENCE - GARAGE,100,0,41.858316078,-87.713970552
0.6601605308123112,BATTERY,2,RESIDENCE,99,1,41.793098586,-87.681272006
1.0041389126566207,CRIMINAL DAMAGE,5,RESIDENCE - GARAGE,100,0,,
1.9144655393557026,HOMICIDE,10,STREET,112,0,41.858213965,-87.704772409
2.218139383545975,THEFT,29,APARTMENT,17,0,41.779598042,-87.70315393
2.951265025658594,THEFT,29,GAS STATION,69,0,41.808187634,-87.683866331
2.925553510314447,THEFT,29,STREET,112,0,,
2.692065154103633,DECEPTIVE PRACTICE,8,ATM (AUTOMATIC TELLER MACHINE),20,0,,
32.50074529112122,BATTERY,2,APARTMENT,17,0,41.881921637,-87.736154071
32.46322037670499,SEX OFFENSE,27,RESIDENCE,99,0,41.905276989,-87.750939203
32.02126027400491,CRIMINAL DAMAGE,5,STREET,112,0,41.913267163,-87.747497515
32.45905094180676,ASSAULT,1,COMMERCIAL / BUSINESS OFFICE,44,0,41.769542524,-87.659090716
32.522287371567145,THEFT,29,DEPARTMENT STORE,58,0,41.896714548,-87.625340136
32.31312071920615,BATTERY,2,APARTMENT,17,0,41.881921637,-87.736154071
2.8421648116024767,NARCOTICS,17,STREET,112,1,41.876534902,-87.737783136
2.5815751283870907,THEFT,29,APARTMENT,17,0,41.764899756,-87.615255831
2.6684383561255527,CRIMINAL DAMAGE,5,APARTMENT,17,0,42.015044609,-87.663260015
2.7407085616371716,NARCOTICS,17,STREET,112,1,41.688526271,-87.627788587
2.506525299637669,OTHER OFFENSE,22,RESIDENCE,99,1,41.748466901,-87.610008093
3.592663099345835,THEFT,29,STREET,112,0,41.995403819,-87.744195484
3.4731392979611018,ASSAULT,1,STREET,112,0,41.984082552,-87.660083261
32.57232059076111,BATTERY,2,PARK PROPERTY,92,1,42.00679693,-87.659269835
3.273006421268295,CRIMINAL DAMAGE,5,VEHICLE NON-COMMERCIAL,122,0,,
3.411987585649834,THEFT,29,GROCERY FOOD STORE,72,0,,
3.94706506851876,HOMICIDE,10,APARTMENT,17,0,41.791735461,-87.632921214
3.5405451627027578,ASSAULT,1,APARTMENT,17,0,41.736794231,-87.552802609
3.860201840780298,DECEPTIVE PRACTICE,8,,-1,0,,
3.32651416948875,CRIMINAL DAMAGE,5,CTA TRAIN,55,0,,
1.6677739725784704,THEFT,29,RESIDENCE - PORCH / HALLWAY,101,0,,
3.7420678510559897,THEFT,29,RESIDENCE - PORCH / HALLWAY,101,0,,
3.5023253424978344,THEFT,29,STREET,112,0,,
3.873405051346716,HOMICIDE,10,AUTO,21,0,41.870831162,-87.716247283
32.54243964043568,DECEPTIVE PRACTICE,8,APARTMENT,17,0,41.914055338,-87.633396724
32.61887928084553,BATTERY,2,APARTMENT,17,1,41.911880697,-87.777739199
3.9053707192042983,WEAPONS VIOLATION,30,VEHICLE NON-COMMERCIAL,122,1,41.860028198,-87.710363846
3.5440196918122964,NARCOTICS,17,RESIDENCE,99,1,41.771293002,-87.680888023
32.39650941783507,DECEPTIVE PRACTICE,8,RESIDENCE,99,0,41.707160231,-87.718547403
3.8101686215863344,HOMICIDE,10,APARTMENT,17,1,41.751862382,-87.619787884
4.526616523939951,THEFT,29,APARTMENT,17,0,41.769288733,-87.689478891
4.873374529105109,BATTERY,2,RESIDENCE,99,0,41.757539484,-87.556201706
4.979695119840378,MOTOR VEHICLE THEFT,16,STREET,112,0,41.996407247,-87.687397001
3.5447145976009855,DECEPTIVE PRACTICE,8,RESIDENCE,99,0,41.66306667,-87.638994541
32.54591416954522,BATTERY,2,STREET,112,1,41.982290769,-87.693707639
4.810138099344727,HOMICIDE,10,AUTO,21,0,41.768355144,-87.619711453
4.419601027415993,THEFT,29,APARTMENT,17,0,,
4.732308647274456,THEFT,29,STREET,112,0,,
4.753155821931688,OTHER OFFENSE,22,RESIDENCE,99,0,41.703702893,-87.526517797
32.57093077910068,WEAPONS VIOLATION,30,STREET,112,1,41.864070063,-87.719458499
4.273670804815377,OTHER OFFENSE,22,STREET,112,0,41.811084496,-87.623833562
4.996372859599381,BATTERY,2,APARTMENT,17,0,41.788506235,-87.642570861
32.45905094180676,THEFT,29,APARTMENT,17,0,41.802762255,-87.642938572
32.64806532538226,CRIMINAL DAMAGE,5,STREET,112,0,41.952940476,-87.784724278
32.6883698630363,BATTERY,2,APARTMENT,17,0,41.910766094,-87.752689498
32.5445243578848,BATTERY,2,RESIDENCE,99,1,41.765444001,-87.626906181
3.5023253424978344,DECEPTIVE PRACTICE,8,APARTMENT,17,0,41.932875476,-87.782588278
4.8372394263493,CRIMINAL DAMAGE,5,RESIDENCE,99,0,41.793130613,-87.73138661
5.814971917790038,BATTERY,2,GAS STATION,69,0,41.762777923,-87.601263048
5.837208904107693,THEFT,29,STREET,112,0,41.884287279,-87.661660805
0.3335547945156941,THEFT,29,APARTMENT,17,0,41.834650079,-87.616847182
3.8775744863279904,CRIMINAL DAMAGE,5,PARKING LOT / GARAGE (NON RESIDENTIAL),94,0,41.839735804,-87.661914058
32.63138758562326,CRIMINAL TRESPASS,7,RESTAURANT,103,1,41.893240902,-87.630344179
32.63625192639322,CRIMINAL DAMAGE,5,RESIDENCE,99,1,41.759533974,-87.615147055
32.69740363870449,CRIMINAL TRESPASS,7,SIDEWALK,109,1,41.885666704,-87.753122478
5.781616438355077,THEFT,29,SIDEWALK,109,0,,
5.334097089013302,HOMICIDE,10,STREET,112,0,41.757720838,-87.64487292
5.218742722609844,HOMICIDE,10,STREET,112,0,41.757720838,-87.64487292
5.474468065055267,THEFT,29,HOTEL / MOTEL,77,0,,
32.65848891271088,BATTERY,2,RESIDENCE,99,0,41.764526407,-87.648036798
32.625828339064604,DECEPTIVE PRACTICE,8,APARTMENT,17,0,41.780668018,-87.775265547
32.750911387007996,ASSAULT,1,STREET,112,0,41.787320711,-87.672904272
32.68767495716457,ASSAULT,1,STREET,112,1,41.756259091,-87.624719943
32.74048779967938,ASSAULT,1,RESTAURANT,103,0,41.806943193,-87.743134037
32.674471746598144,THEFT,29,SMALL RETAIL STORE,110,0,41.776832515,-87.683577859
32.43681395548911,OTHER OFFENSE,22,RESIDENCE,99,0,41.744560351,-87.625647423
4.419601027415993,DECEPTIVE PRACTICE,8,APARTMENT,17,0,41.916047074,-87.728965368
5.927546660955693,BATTERY,2,RESIDENCE,99,0,41.897267061,-87.753208487
5.5870428082209225,OTHER OFFENSE,22,RESIDENCE,99,0,41.74042153,-87.553916542
5.670431506849846,THEFT,29,RESIDENCE,99,0,41.84716441,-87.713648713
5.837208904107693,BATTERY,2,APARTMENT,17,0,41.748552784,-87.601468663
3.794185787699067,THEFT,29,RESIDENCE,99,0,41.894793327,-87.769501996
4.211129280843684,BURGLARY,3,RESIDENCE - GARAGE,100,0,41.747490124,-87.573472839
3.5329011986119454,THEFT,29,RESIDENCE,99,0,41.95362694,-87.674193711
6.673180607846042,CRIMINAL DAMAGE,5,RESIDENCE,99,0,41.72474751,-87.617846084
7.1505809075132385,THEFT,29,STREET,112,0,41.796792498,-87.670738661
7.463288527371702,ASSAULT,1,STREET,112,0,41.926520547,-87.769726159
7.842012200311396,BATTERY,2,RESTAURANT,103,0,41.917079062,-87.733180978
5.792734931472382,THEFT,29,TAVERN / LIQUOR STORE,113,0,41.953376545,-87.750152275
6.594656249987081,ASSAULT,1,STREET,112,0,41.880490003,-87.710991365
5.983139126708309,OTHER OFFENSE,22,APARTMENT,17,0,41.7582723,-87.561507298
5.670431506849846,THEFT,29,RESIDENCE - PORCH / HALLWAY,101,0,41.696396354,-87.611770884
6.608554366425236,THEFT,29,BARBERSHOP,26,0,,
7.379899828742778,DECEPTIVE PRACTICE,8,RESIDENCE,99,0,41.940453188,-87.762546411
6.8225853595561965,DECEPTIVE PRACTICE,8,STREET,112,0,41.904653619,-87.6329484
1.5009965753206234,DECEPTIVE PRACTICE,8,APARTMENT,17,0,41.928195708,-87.722728408
2.0013287670941646,DECEPTIVE PRACTICE,8,POLICE FACILITY / VEHICLE PARKING LOT,96,0,41.751928332,-87.644077264
7.546677226000625,CRIMINAL DAMAGE,5,SMALL RETAIL STORE,110,0,41.808981361,-87.606551046
7.006040496573047,HOMICIDE,10,ALLEY,15,0,41.877136581,-87.721727562
7.279138484566162,THEFT,29,CTA TRAIN,55,0,,
8.000450727772789,CRIMINAL DAMAGE,5,STREET,112,0,,
7.213122431484932,THEFT,29,PARK PROPERTY,92,0,,
32.43820376714953,CRIMINAL DAMAGE,5,APARTMENT,17,0,41.772441035,-87.582621873
4.158316438328872,CRIMINAL DAMAGE,5,RESIDENCE,99,0,41.899898549,-87.661071135
32.82596121575742,DECEPTIVE PRACTICE,8,APARTMENT,17,0,41.894861261,-87.629206166
1.469725813334777,ASSAULT,1,RESIDENCE,99,0,41.729331459,-87.606192962
1.6260796232640087,ASSAULT,1,SIDEWALK,109,0,41.886530514,-87.697047165
3.5516636558200623,ASSAULT,1,RESIDENCE,99,0,41.77540242,-87.653178232
6.441776969167389,BATTERY,2,APARTMENT,17,0,41.966430564,-87.651032417
7.673150085604435,CRIMINAL DAMAGE,5,STREET,112,0,41.652705024,-87.608486139
8.276328339003706,THEFT,29,APARTMENT,17,0,41.877882222,-87.73354419
4.919933219189534,THEFT,29,HOTEL / MOTEL,77,0,41.747393001,-87.585438607
1.584385273949547,OTHER OFFENSE,22,RESIDENCE,99,0,41.783696241,-87.700833185
2.382137157566019,DECEPTIVE PRACTICE,8,OTHER (SPECIFY),89,0,41.866517317,-87.695178701
5.427214469182153,ASSAULT,1,SMALL RETAIL STORE,110,0,41.852198325,-87.674377204
6.983803510255392,MOTOR VEHICLE THEFT,16,RESIDENCE,99,0,41.724159775,-87.653015603
4.2840943921439925,BATTERY,2,STREET,112,0,41.896690521,-87.627232016
0.5420265410880029,THEFT,29,STREET,112,0,42.00717139,-87.663703226
5.753820205478769,THEFT,29,APARTMENT,17,0,41.964351627,-87.665229142
6.46262414382462,BATTERY,2,SIDEWALK,109,0,41.903066844,-87.71862592
0.5003321917735412,THEFT,29,APARTMENT,17,0,41.844023772,-87.626923253
8.693271832231371,ASSAULT,1,RESIDENCE,99,0,41.760833263,-87.564042299
4.016555650709529,WEAPONS VIOLATION,30,STREET,112,1,41.688939845,-87.665307665
8.860049229489217,CRIMINAL DAMAGE,5,RESIDENCE,99,0,41.946646094,-87.779756946
5.95881742294154,CRIMINAL DAMAGE,5,STREET,112,0,41.793115777,-87.733271651
1.9804815924369337,BATTERY,2,RESIDENCE,99,0,41.778954344,-87.772757975
3.001993150724293,MOTOR VEHICLE THEFT,16,STREET,112,0,41.755853828,-87.613824708
3.8914726027661444,BATTERY,2,RESIDENCE - PORCH / HALLWAY,101,1,41.933270602,-87.63930945
4.49604066782584,ASSAULT,1,DRUG STORE,61,0,41.917656022,-87.688750258
7.796843321887396,OFFENSE INVOLVING CHILDREN,20,APARTMENT,17,0,41.776678107,-87.662913135
0.875581335603697,DECEPTIVE PRACTICE,8,STREET,112,0,41.775761783,-87.608282688
1.7164173801120093,MOTOR VEHICLE THEFT,16,STREET,112,0,41.985708502,-87.665016925
0.29186044520123233,BURGLARY,3,APARTMENT,17,0,41.886441548,-87.704811621
6.459149614715081,THEFT,29,GAS STATION,69,0,41.764682386,-87.663785792
8.601544263722944,NARCOTICS,17,PARK PROPERTY,92,1,41.991918043,-87.730852544
2.1465640839060915,THEFT,29,STREET,112,0,41.675410521,-87.628590726
1.9985491438563616,THEFT,29,SIDEWALK,109,0,41.663406969,-87.625497396
0.7706505565288535,OTHER OFFENSE,22,RESIDENCE,99,0,41.756195017,-87.580975062
6.636350599301544,BATTERY,2,APARTMENT,17,1,41.871934765,-87.69969232
3.4745291096215265,BATTERY,2,APARTMENT,17,0,41.883106296,-87.771888909
0.00347452910953848,WEAPONS VIOLATION,30,ALLEY,15,1,41.998296976,-87.688680214
6.921261986283699,DECEPTIVE PRACTICE,8,RESIDENCE,99,0,41.695866121,-87.653072195
4.648919948645533,CRIMINAL DAMAGE,5,STREET,112,0,41.742099153,-87.605510292
3.050636558257832,CRIMINAL TRESPASS,7,FACTORY / MANUFACTURING BUILDING,63,1,41.902381817,-87.74448201
5.281284246581536,THEFT,29,STREET,112,0,41.889931184,-87.713709315
5.633601498305348,CRIMINAL DAMAGE,5,STREET,112,0,41.922857278,-87.697285318
7.44591588182401,BATTERY,2,SIDEWALK,109,0,41.729618252,-87.551244573
8.526494434890477,BATTERY,2,COMMERCIAL / BUSINESS OFFICE,44,0,41.951638544,-87.790249747
7.6717602739440105,BATTERY,2,ALLEY,15,0,41.758302246,-87.6209517
1.8199583476094745,OTHER OFFENSE,22,APARTMENT,17,0,41.982587902,-87.666355241
8.352767979413553,BATTERY,2,CONSTRUCTION SITE,45,0,41.913251611,-87.687299262
5.698227739726154,MOTOR VEHICLE THEFT,16,STREET,112,0,41.895525128,-87.649602231
0.0347452910953848,WEAPONS VIOLATION,30,SIDEWALK,109,1,41.6815849,-87.6303208
5.753820205478769,WEAPONS VIOLATION,30,STREET,112,1,41.671772549,-87.64414609
6.921261986283699,THEFT,29,STREET,112,0,41.851076207,-87.626427233
0.0006949057886890842,OTHER OFFENSE,22,RESIDENCE,99,0,41.758178228,-87.570018837
4.628072773988302,BURGLARY,3,APARTMENT,17,0,41.786194836,-87.706576392
3.304277183254141,ASSAULT,1,STREET,112,0,41.928776973,-87.687524824
0.6671095890313882,CRIMINAL DAMAGE,5,APARTMENT,17,0,41.908609283,-87.735078813
4.20973946918326,BATTERY,2,APARTMENT,17,0,41.699167672,-87.61476453
3.450207405854757,DECEPTIVE PRACTICE,8,APARTMENT,17,0,41.917581681,-87.748688928
4.4974304794862645,ROBBERY,26,GROCERY FOOD STORE,72,0,41.898279962,-87.716405505
8.887845462365526,NARCOTICS,17,STREET,112,1,41.904029231,-87.758738296
8.439631207152015,BATTERY,2,"VEHICLE - OTHER RIDE SHARE SERVICE (LYFT, UBER, ETC.)",121,0,41.72902434,-87.625125567
7.862859374968627,WEAPONS VIOLATION,30,STREET,112,1,41.749983027,-87.622967634
3.9887594178332217,BATTERY,2,RESIDENCE - YARD (FRONT / BACK),102,0,41.660059366,-87.634097422
5.628737157535384,DECEPTIVE PRACTICE,8,RESIDENCE,99,0,41.790539967,-87.589003939
8.837117337299826,NARCOTICS,17,VEHICLE NON-COMMERCIAL,122,1,41.855394565,-87.708099957
1.0972562928254705,THEFT,29,HOTEL / MOTEL,77,0,41.886169843,-87.620686081
0.687956763688619,MOTOR VEHICLE THEFT,16,STREET,112,0,41.885447622,-87.711776888
3.8977267551134855,WEAPONS VIOLATION,30,STREET,112,1,41.909352238,-87.767415775
2.5808802225984016,BATTERY,2,APARTMENT,17,0,41.764186835,-87.592442581
0.5732973030738492,SEX OFFENSE,27,CTA TRAIN,55,0,41.904370109,-87.631460067
3.773338613041836,THEFT,29,RESIDENCE - PORCH / HALLWAY,101,0,42.014776167,-87.680488112
4.003352440060064,DECEPTIVE PRACTICE,8,RESIDENCE,99,0,41.78836704,-87.620681279
7.338205479428317,MOTOR VEHICLE THEFT,16,STREET,112,0,41.781895078,-87.692252982
6.796178938340313,THEFT,29,APARTMENT,17,0,41.851670836,-87.714221857
4.871289811655996,MOTOR VEHICLE THEFT,16,STREET,112,0,41.796858634,-87.673169423
5.7329730308215385,MOTOR VEHICLE THEFT,16,STREET,112,0,41.859950194,-87.709138509
2.8352157533834,CRIMINAL DAMAGE,5,STREET,112,0,41.745944133,-87.67181508
1.990905179765549,ASSAULT,1,STREET,112,0,41.761837032,-87.559859165
8.85101545373798,BATTERY,2,APARTMENT,17,0,41.777558327,-87.615558249
1.9596344177797027,ASSAULT,1,APARTMENT,17,0,41.906597344,-87.765812694
6.754484589025852,THEFT,29,HOTEL / MOTEL,77,0,41.707139627,-87.625325518
8.828778467503371,BATTERY,2,RESIDENCE,99,0,41.953932718,-87.780476955
6.420929794510157,BATTERY,2,RESIDENCE,99,0,41.94235882,-87.79341974
7.570304023978705,ASSAULT,1,APARTMENT,17,0,41.86159916,-87.717720036
0.6740586472504652,OTHER OFFENSE,22,STREET,112,0,41.99157427,-87.655431953
1.4870984588824694,DECEPTIVE PRACTICE,8,RESIDENCE,99,0,41.921000462,-87.752368907
1.6677739725784704,DECEPTIVE PRACTICE,8,RESIDENCE,99,0,41.766247427,-87.666280449
0.44473972602092543,BATTERY,2,APARTMENT,17,0,41.9064658,-87.707741486
6.066527825337233,OTHER OFFENSE,22,APARTMENT,17,0,41.816065211,-87.627373649
7.832978424643206,BATTERY,2,APARTMENT,17,1,41.881928705,-87.702571742
4.711461472617225,DECEPTIVE PRACTICE,8,RESIDENCE,99,0,41.987511956,-87.786435884
0.8130398116320043,OTHER OFFENSE,22,APARTMENT,17,0,41.892935596,-87.76396501
4.616259374999262,WEAPONS VIOLATION,30,APARTMENT,17,1,41.781418541,-87.608405955
7.796843321887396,THEFT,29,DEPARTMENT STORE,58,0,41.929743818,-87.684273777
3.471749486300677,BATTERY,2,RESIDENCE,99,0,41.757417604,-87.619909605
5.545348458906461,BURGLARY,3,RESIDENCE,99,0,41.691858751,-87.635118828
5.774667380136001,CRIMINAL DAMAGE,5,COMMERCIAL / BUSINESS OFFICE,44,0,41.735335992,-87.663053811
1.0006643835470823,DECEPTIVE PRACTICE,8,APARTMENT,17,0,41.993146984,-87.655481479
4.93035680651815,THEFT,29,STREET,112,0,41.887116764,-87.64867829
5.846242679775884,BATTERY,2,HOTEL / MOTEL,77,0,41.892805561,-87.63410257
6.059578767118156,BATTERY,2,APARTMENT,17,0,41.762287991,-87.664965274
2.757386301396175,CRIMINAL DAMAGE,5,PARKING LOT / GARAGE (NON RESIDENTIAL),94,0,41.756269943,-87.576088722
1.4593022260061617,BATTERY,2,APARTMENT,17,0,41.88100737,-87.703205068
4.764274315048992,ROBBERY,26,STREET,112,0,41.858053989,-87.64939951
1.1597978167971632,BATTERY,2,SIDEWALK,109,0,41.858758715,-87.732724445
5.712125856164308,DECEPTIVE PRACTICE,8,APARTMENT,17,0,41.943913442,-87.64080034
7.990722046232862,WEAPONS VIOLATION,30,STREET,112,1,41.876367264,-87.754917698
0.22931892122953967,ASSAULT,1,RESIDENCE - YARD (FRONT / BACK),102,0,41.867599564,-87.700818188
6.312524486325776,WEAPONS VIOLATION,30,ALLEY,15,0,41.745114521,-87.606278737
2.483593407531324,WEAPONS VIOLATION,30,ALLEY,15,1,41.765954415,-87.671133038
6.587707191768005,OTHER OFFENSE,22,STREET,112,0,41.843341211,-87.734255911
5.753820205478769,OFFENSE INVOLVING CHILDREN,20,APARTMENT,17,0,41.809898111,-87.668652204
1.7129428510024707,WEAPONS VIOLATION,30,STREET,112,1,41.710773623,-87.626300137
4.628072773988302,DECEPTIVE PRACTICE,8,APARTMENT,17,0,41.980967223,-87.844900486
1.443319392118894,THEFT,29,GROCERY FOOD STORE,72,1,41.898697342,-87.628253084
1.542690924635085,OTHER OFFENSE,22,APARTMENT,17,0,41.958954963,-87.654671132
4.626682962327878,ROBBERY,26,STREET,112,0,41.962036583,-87.652333083
1.9596344177797027,BURGLARY,3,RESIDENCE,99,0,41.799105394,-87.644063393
4.711461472617225,BATTERY,2,SIDEWALK,109,0,41.755554244,-87.653867946
3.7316442637273743,DECEPTIVE PRACTICE,8,RESIDENCE,99,0,41.918778693,-87.804252025
0.02293189210634466,WEAPONS VIOLATION,30,STREET,112,1,41.87862256,-87.72559838
3.896336943453061,ASSAULT,1,APARTMENT,17,0,41.689005132,-87.619120961
5.628737157535384,BATTERY,2,SMALL RETAIL STORE,110,0,41.945137954,-87.645922207
3.962352996534292,OTHER OFFENSE,22,STREET,112,0,41.768012657,-87.573161058
2.869961044561831,BATTERY,2,GROCERY FOOD STORE,72,0,41.938882125,-87.742742299
7.171428082170469,CRIMINAL DAMAGE,5,RESIDENCE,99,0,41.842036747,-87.709844778
4.350110445225224,ASSAULT,1,RESIDENCE - PORCH / HALLWAY,101,0,41.854703323,-87.663849798
1.0041389126566207,BATTERY,2,APARTMENT,17,0,41.991494898,-87.658261552
8.006009974331441,OTHER OFFENSE,22,APARTMENT,17,0,41.976597027,-87.766383182
0.6247203339282373,WEAPONS VIOLATION,30,STREET,112,1,41.894327846,-87.62814321
4.919933219189534,CRIMINAL DAMAGE,5,RESIDENCE,99,0,41.712952747,-87.670523627
3.5565279965900256,THEFT,29,RESIDENCE - PORCH / HALLWAY,101,0,41.747224829,-87.708421379
1.5948088612781623,DECEPTIVE PRACTICE,8,APARTMENT,17,0,41.963805858,-87.713222005
7.369476241414163,OTHER OFFENSE,22,RESIDENCE,99,0,41.798934418,-87.675275241
2.876910102780908,BATTERY,2,STREET,112,0,41.87046297,-87.720260149
5.281284246581536,CRIMINAL TRESPASS,7,STREET,112,0,41.887890902,-87.619870013
8.45213951201279,ASSAULT,1,CTA PLATFORM,52,0,41.878638996,-87.627691486
3.418936643868911,DECEPTIVE PRACTICE,8,RESIDENCE,99,0,41.990709951,-87.786070092
1.8553985444935484,DECEPTIVE PRACTICE,8,APARTMENT,17,0,41.911010489,-87.693343323
7.515406464014779,WEAPONS VIOLATION,30,STREET,112,1,41.758092261,-87.560036078
0.7664811215475794,BATTERY,2,APARTMENT,17,0,41.807067906,-87.603843747
2.53918587328394,OTHER OFFENSE,22,STREET,112,1,42.017492349,-87.67033669
0.14245569349107767,BURGLARY,3,SMALL RETAIL STORE,110,0,41.794953997,-87.664611327
6.00398630136554,DECEPTIVE PRACTICE,8,POLICE FACILITY / VEHICLE PARKING LOT,96,0,41.708029389,-87.569290282
1.0006643835470823,OTHER OFFENSE,22,APARTMENT,17,0,41.903726889,-87.64259764
8.42573309071386,THEFT,29,APARTMENT,17,0,41.772719038,-87.576474498
2.9575191780889822,CRIMINAL DAMAGE,5,APARTMENT,17,1,41.824945009,-87.639878895
5.686414340737114,ASSAULT,1,STREET,112,0,41.804008068,-87.610795809
6.129069349308925,BATTERY,2,APARTMENT,17,0,41.933884239,-87.702879644
0.9276992722467742,BATTERY,2,SIDEWALK,109,0,41.693062645,-87.658868488
7.1922752568277,BATTERY,2,HOTEL / MOTEL,77,0,41.851949553,-87.618995915
1.9492108304510873,BATTERY,2,STREET,112,0,41.784347439,-87.65341003
8.696746361340908,DECEPTIVE PRACTICE,8,RESIDENCE,99,0,41.756586786,-87.565115559
5.336876712334152,DECEPTIVE PRACTICE,8,RESIDENCE,99,0,41.703544834,-87.706152914
3.7316442637273743,CRIMINAL DAMAGE,5,STREET,112,0,41.928324429,-87.646429809
2.6496758990004823,THEFT,29,AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA,10,0,41.974861952,-87.890372151
4.502989726044917,BATTERY,2,APPLIANCE STORE,18,0,41.902283412,-87.752641464
4.711461472617225,DECEPTIVE PRACTICE,8,RESIDENCE,99,0,41.982411541,-87.820555961
7.0331418236606655,WEAPONS VIOLATION,30,STREET,112,1,41.857369793,-87.623920525
4.065199058243068,BATTERY,2,RESIDENCE,99,0,41.688004409,-87.626377427
0.3335547945156941,DECEPTIVE PRACTICE,8,STREET,112,0,41.8744162,-87.638591667
0.01389811643815392,BATTERY,2,RESIDENCE,99,1,41.864063293,-87.659042047
5.357723886991383,MOTOR VEHICLE THEFT,16,STREET,112,0,41.909765455,-87.677444567
7.655777440056743,ASSAULT,1,STREET,112,1,41.809862952,-87.632720109
8.71759353599814,ROBBERY,26,RESTAURANT,103,0,41.736227704,-87.62862238
0.39540141269869766,CRIMINAL DAMAGE,5,STREET,112,0,41.838745634,-87.653139089
1.8692966609317023,CRIMINAL DAMAGE,5,APARTMENT,17,0,41.855036295,-87.667311425
2.6267440068110908,THEFT,29,SIDEWALK,109,0,41.779220641,-87.649632877
3.9818103596141445,CRIMINAL DAMAGE,5,APARTMENT,17,0,41.853048915,-87.679154862
0.31965667807754017,ASSAULT,1,STREET,112,0,41.83493942,-87.655938861
0.49824747432442734,BATTERY,2,APARTMENT,17,0,41.902820105,-87.707997479
5.514077696920615,BATTERY,2,APARTMENT,17,0,41.739979444,-87.550246811
2.7726742294117073,ASSAULT,1,RESIDENCE - PORCH / HALLWAY,101,0,41.744977895,-87.657625527
4.565531250016609,THEFT,29,RESIDENCE,99,0,41.970788792,-87.717100022
